year,population,murder,rape,robbery,Aggravated Assault,Breaking & Entering,larceny_theft,Motor Vehicle Theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people
1975,24948,2,4,23,48,246,528,28,879,77,8.8,802,91.2,3523.3,308.6,3214.7,8.0,16.0,92.2,192.4,986.1,2116.4,112.2
2020,1055918,18,370,460,912,1300,12397,1137,16594,1760,10.6,14834,89.4,1571.5,166.7,1404.8,1.7,35.0,43.6,86.4,123.1,1174.0,107.7
2001,25115,0,10,12,102,123,387,29,663,124,18.7,539,81.3,2639.9,493.7,2146.1,0.0,39.8,47.8,406.1,489.7,1540.9,115.5
2015,101897,7,43,126,300,636,2587,96,3795,476,12.5,3319,87.5,3724.3,467.1,3257.2,6.9,42.2,123.7,294.4,624.2,2538.8,94.2
2010,91279,1,19,33,141,517,1401,114,2226,194,8.7,2032,91.3,2438.7,212.5,2226.1,1.1,20.8,36.2,154.5,566.4,1534.9,124.9
2018,323435,1,73,130,441,442,3855,255,5197,645,12.4,4552,87.6,1606.8,199.4,1407.4,0.3,22.6,40.2,136.3,136.7,1191.9,78.8
1976,83923,2,2,24,59,581,1384,73,2125,87,4.1,2038,95.9,2532.1,103.7,2428.4,2.4,2.4,28.6,70.3,692.3,1649.1,87.0
1999,88299,2,31,42,201,426,1331,75,2108,276,13.1,1832,86.9,2387.3,312.6,2074.8,2.3,35.1,47.6,227.6,482.5,1507.4,84.9
1992,35949,4,17,29,270,543,1828,90,2781,320,11.5,2461,88.5,7736.0,890.1,6845.8,11.1,47.3,80.7,751.1,1510.5,5085.0,250.4
2009,517763,16,95,746,2063,3067,12763,1134,19884,2920,14.7,16964,85.3,3840.4,564.0,3276.4,3.1,18.3,144.1,398.4,592.4,2465.0,219.0
2001,251523,5,34,199,277,1584,5757,588,8444,515,6.1,7929,93.9,3357.1,204.8,3152.4,2.0,13.5,79.1,110.1,629.8,2288.9,233.8
2005,140687,4,18,111,388,702,2306,261,3790,521,13.7,3269,86.3,2693.9,370.3,2323.6,2.8,12.8,78.9,275.8,499.0,1639.1,185.5
2009,103916,0,20,45,243,435,1506,115,2364,308,13.0,2056,87.0,2274.9,296.4,1978.5,0.0,19.2,43.3,233.8,418.6,1449.2,110.7
1993,107103,5,22,100,436,697,3015,405,4680,563,12.0,4117,88.0,4369.6,525.7,3844.0,4.7,20.5,93.4,407.1,650.8,2815.0,378.1
2008,49355,4,8,53,169,423,1905,80,2642,234,8.9,2408,91.1,5353.1,474.1,4878.9,8.1,16.2,107.4,342.4,857.1,3859.8,162.1
1999,39957,0,6,8,64,306,776,61,1221,78,6.4,1143,93.6,3055.8,195.2,2860.6,0.0,15.0,20.0,160.2,765.8,1942.1,152.7
1978,25664,0,1,5,26,164,274,44,514,32,6.2,482,93.8,2002.8,124.7,1878.1,0.0,3.9,19.5,101.3,639.0,1067.6,171.4
2012,33303,3,11,21,80,337,571,40,1063,115,10.8,948,89.2,3191.9,345.3,2846.6,9.0,33.0,63.1,240.2,1011.9,1714.6,120.1
1981,114614,4,17,52,225,1049,2396,133,3876,298,7.7,3578,92.3,3381.8,260.0,3121.8,3.5,14.8,45.4,196.3,915.2,2090.5,116.0
2002,31610,4,11,28,169,220,810,79,1321,212,16.0,1109,84.0,4179.1,670.7,3508.4,12.7,34.8,88.6,534.6,696.0,2562.5,249.9
2011,235598,3,31,127,432,699,3107,174,4573,593,13.0,3980,87.0,1941.0,251.7,1689.3,1.3,13.2,53.9,183.4,296.7,1318.8,73.9
1976,19717,1,6,5,51,311,285,18,677,63,9.3,614,90.7,3433.6,319.5,3114.1,5.1,30.4,25.4,258.7,1577.3,1445.5,91.3
1995,712209,325,684,11397,9172,16705,46750,11210,96243,21578,22.4,74665,77.6,13513.3,3029.7,10483.6,45.6,96.0,1600.2,1287.8,2345.5,6564.1,1574.0
1976,570275,28,96,638,360,5584,15999,1655,24360,1122,4.6,23238,95.4,4271.6,196.7,4074.9,4.9,16.8,111.9,63.1,979.2,2805.5,290.2
1977,22600,3,6,7,32,164,250,19,481,48,10.0,433,90.0,2128.3,212.4,1915.9,13.3,26.5,31.0,141.6,725.7,1106.2,84.1
1986,127271,2,29,64,570,817,2227,199,3908,665,17.0,3243,83.0,3070.6,522.5,2548.1,1.6,22.8,50.3,447.9,641.9,1749.8,156.4
1984,129114,7,30,106,236,1448,4345,437,6609,379,5.7,6230,94.3,5118.7,293.5,4825.2,5.4,23.2,82.1,182.8,1121.5,3365.2,338.5
2002,19783,0,8,16,66,117,281,20,508,90,17.7,418,82.3,2567.9,454.9,2112.9,0.0,40.4,80.9,333.6,591.4,1420.4,101.1
1980,72343,7,17,39,245,730,2062,198,3298,308,9.3,2990,90.7,4558.8,425.7,4133.1,9.7,23.5,53.9,338.7,1009.1,2850.3,273.7
2019,50313,0,10,5,57,70,334,28,504,72,14.3,432,85.7,1001.7,143.1,858.6,0.0,19.9,9.9,113.3,139.1,663.8,55.7
1994,18702,1,6,7,61,116,248,17,456,75,16.4,381,83.6,2438.2,401.0,2037.2,5.3,32.1,37.4,326.2,620.3,1326.1,90.9
2012,149634,3,21,104,259,809,2038,214,3448,387,11.2,3061,88.8,2304.3,258.6,2045.7,2.0,14.0,69.5,173.1,540.7,1362.0,143.0
1978,22593,1,3,8,58,163,232,16,481,70,14.6,411,85.4,2129.0,309.8,1819.1,4.4,13.3,35.4,256.7,721.5,1026.9,70.8
2011,48251,3,5,21,120,207,700,43,1099,149,13.6,950,86.4,2277.7,308.8,1968.9,6.2,10.4,43.5,248.7,429.0,1450.7,89.1
1990,30549,0,9,22,154,211,631,49,1076,185,17.2,891,82.8,3522.2,605.6,2916.6,0.0,29.5,72.0,504.1,690.7,2065.5,160.4
2007,19926,0,2,11,67,141,201,12,434,80,18.4,354,81.6,2178.1,401.5,1776.6,0.0,10.0,55.2,336.2,707.6,1008.7,60.2
2016,166742,2,21,55,178,352,1584,65,2257,256,11.3,2001,88.7,1353.6,153.5,1200.1,1.2,12.6,33.0,106.8,211.1,950.0,39.0
1979,16225,0,1,11,36,136,302,26,512,48,9.4,464,90.6,3155.6,295.8,2859.8,0.0,6.2,67.8,221.9,838.2,1861.3,160.2
2017,159441,8,39,126,367,408,2090,182,3220,540,16.8,2680,83.2,2019.6,338.7,1680.9,5.0,24.5,79.0,230.2,255.9,1310.8,114.1
2006,90650,8,45,266,612,1130,3026,258,5345,931,17.4,4414,82.6,5896.3,1027.0,4869.3,8.8,49.6,293.4,675.1,1246.6,3338.1,284.6
1994,795132,34,199,937,1145,4625,23696,3370,34006,2315,6.8,31691,93.2,4276.8,291.1,3985.6,4.3,25.0,117.8,144.0,581.7,2980.1,423.8
2011,102067,4,28,161,386,898,2368,175,4020,579,14.4,3441,85.6,3938.6,567.3,3371.3,3.9,27.4,157.7,378.2,879.8,2320.0,171.5
2003,30582,0,9,10,126,209,605,77,1036,145,14.0,891,86.0,3387.6,474.1,2913.5,0.0,29.4,32.7,412.0,683.4,1978.3,251.8
1983,675231,58,341,2742,2305,10323,21022,4321,41112,5446,13.2,35666,86.8,6088.6,806.5,5282.0,8.6,50.5,406.1,341.4,1528.8,3113.3,639.9
2004,266623,1,40,224,344,1167,5091,598,7465,609,8.2,6856,91.8,2799.8,228.4,2571.4,0.4,15.0,84.0,129.0,437.7,1909.4,224.3
2009,279350,2,44,262,443,1209,5418,393,7771,751,9.7,7020,90.3,2781.8,268.8,2513.0,0.7,15.8,93.8,158.6,432.8,1939.5,140.7
1981,97657,3,10,22,222,729,1544,105,2635,257,9.8,2378,90.2,2698.2,263.2,2435.1,3.1,10.2,22.5,227.3,746.5,1581.0,107.5
1983,74271,5,17,51,230,593,1702,175,2773,303,10.9,2470,89.1,3733.6,408.0,3325.7,6.7,22.9,68.7,309.7,798.4,2291.6,235.6
1991,102814,6,18,129,566,860,3220,480,5279,719,13.6,4560,86.4,5134.5,699.3,4435.2,5.8,17.5,125.5,550.5,836.5,3131.9,466.9
2015,90757,2,6,31,84,266,1064,37,1490,123,8.3,1367,91.7,1641.7,135.5,1506.2,2.2,6.6,34.2,92.6,293.1,1172.4,40.8
1995,39293,4,23,41,202,457,1995,103,2825,270,9.6,2555,90.4,7189.6,687.1,6502.4,10.2,58.5,104.3,514.1,1163.1,5077.2,262.1
1975,105782,5,15,85,139,1037,2056,95,3432,244,7.1,3188,92.9,3244.4,230.7,3013.7,4.7,14.2,80.4,131.4,980.3,1943.6,89.8
1987,133612,1,32,63,509,902,2305,196,4008,605,15.1,3403,84.9,2999.7,452.8,2546.9,0.7,23.9,47.2,381.0,675.1,1725.1,146.7
2000,85951,1,16,50,389,651,1686,194,2987,456,15.3,2531,84.7,3475.2,530.5,2944.7,1.2,18.6,58.2,452.6,757.4,1961.6,225.7
2020,261667,9,41,68,330,243,1870,110,2671,448,16.8,2223,83.2,1020.8,171.2,849.6,3.4,15.7,26.0,126.1,92.9,714.6,42.0
2016,316777,6,66,202,447,840,4391,306,6258,721,11.5,5537,88.5,1975.5,227.6,1747.9,1.9,20.8,63.8,141.1,265.2,1386.1,96.6
2015,51566,1,15,27,102,273,1562,28,2008,145,7.2,1863,92.8,3894.0,281.2,3612.8,1.9,29.1,52.4,197.8,529.4,3029.1,54.3
1990,33953,1,4,9,99,255,567,42,977,113,11.6,864,88.4,2877.5,332.8,2544.7,2.9,11.8,26.5,291.6,751.0,1670.0,123.7
1992,73230,0,23,29,319,647,1521,199,2738,371,13.6,2367,86.4,3738.9,506.6,3232.3,0.0,31.4,39.6,435.6,883.5,2077.0,271.7
1978,146556,3,23,102,344,1651,3284,303,5710,472,8.3,5238,91.7,3896.1,322.1,3574.1,2.0,15.7,69.6,234.7,1126.5,2240.8,206.7
1996,215787,5,34,251,343,1280,6345,787,9045,633,7.0,8412,93.0,4191.6,293.3,3898.3,2.3,15.8,116.3,159.0,593.2,2940.4,364.7
1982,66102,3,18,57,235,990,2156,131,3590,313,8.7,3277,91.3,5431.0,473.5,4957.5,4.5,27.2,86.2,355.5,1497.7,3261.6,198.2
2009,36662,1,5,23,57,229,728,19,1062,86,8.1,976,91.9,2896.7,234.6,2662.2,2.7,13.6,62.7,155.5,624.6,1985.7,51.8
1976,16785,0,9,4,90,142,254,21,520,103,19.8,417,80.2,3098.0,613.6,2484.4,0.0,53.6,23.8,536.2,846.0,1513.3,125.1
2016,149090,3,27,147,273,834,2121,227,3632,450,12.4,3182,87.6,2436.1,301.8,2134.3,2.0,18.1,98.6,183.1,559.4,1422.6,152.3
1979,146422,8,27,129,309,1731,3235,353,5792,473,8.2,5319,91.8,3955.7,323.0,3632.7,5.5,18.4,88.1,211.0,1182.2,2209.4,241.1
2012,20399,0,7,21,57,113,234,9,441,85,19.3,356,80.7,2161.9,416.7,1745.2,0.0,34.3,102.9,279.4,553.9,1147.1,44.1
2000,218590,4,31,167,419,921,3590,358,5490,621,11.3,4869,88.7,2511.6,284.1,2227.5,1.8,14.2,76.4,191.7,421.3,1642.3,163.8
1988,31747,1,6,8,103,216,506,42,882,118,13.4,764,86.6,2778.2,371.7,2406.5,3.1,18.9,25.2,324.4,680.4,1593.9,132.3
2014,561031,14,92,634,1523,2152,10620,702,15737,2263,14.4,13474,85.6,2805.0,403.4,2401.6,2.5,16.4,113.0,271.5,383.6,1892.9,125.1
1987,24386,0,9,7,79,146,255,37,533,95,17.8,438,82.2,2185.7,389.6,1796.1,0.0,36.9,28.7,324.0,598.7,1045.7,151.7
1983,589400,16,132,665,716,5047,15391,1401,23368,1529,6.5,21839,93.5,3964.7,259.4,3705.3,2.7,22.4,112.8,121.5,856.3,2611.3,237.7
1985,18884,0,8,4,83,208,246,20,569,95,16.7,474,83.3,3013.1,503.1,2510.1,0.0,42.4,21.2,439.5,1101.5,1302.7,105.9
1996,721218,34,276,2427,4690,6972,26296,4751,45446,7427,16.3,38019,83.7,6301.3,1029.8,5271.5,4.7,38.3,336.5,650.3,966.7,3646.1,658.7
1993,29306,1,3,4,42,187,449,20,706,50,7.1,656,92.9,2409.1,170.6,2238.4,3.4,10.2,13.6,143.3,638.1,1532.1,68.2
2010,72721,4,26,48,234,596,1921,49,2878,312,10.8,2566,89.2,3957.6,429.0,3528.6,5.5,35.8,66.0,321.8,819.6,2641.6,67.4
2009,29830,0,4,1,63,170,322,14,574,68,11.8,506,88.2,1924.2,228.0,1696.3,0.0,13.4,3.4,211.2,569.9,1079.5,46.9
2007,785567,36,151,1787,3407,4949,18607,3372,32309,5381,16.7,26928,83.3,4112.8,685.0,3427.8,4.6,19.2,227.5,433.7,630.0,2368.6,429.2
1985,16864,0,4,4,58,127,322,22,537,66,12.3,471,87.7,3184.3,391.4,2792.9,0.0,23.7,23.7,343.9,753.1,1909.4,130.5
1987,692346,94,459,2574,3444,10065,22571,7921,47128,6571,13.9,40557,86.1,6807.0,949.1,5857.9,13.6,66.3,371.8,497.4,1453.8,3260.1,1144.1
1983,66705,2,22,46,217,746,1809,106,2948,287,9.7,2661,90.3,4419.5,430.3,3989.2,3.0,33.0,69.0,325.3,1118.4,2711.9,158.9
2017,150632,9,35,168,360,616,1774,230,3192,572,17.9,2620,82.1,2119.1,379.7,1739.3,6.0,23.2,111.5,239.0,408.9,1177.7,152.7
1999,188117,1,49,134,531,782,3012,252,4761,715,15.0,4046,85.0,2530.9,380.1,2150.8,0.5,26.0,71.2,282.3,415.7,1601.1,134.0
2018,1062595,20,421,582,840,1449,12029,784,16125,1863,11.6,14262,88.4,1517.5,175.3,1342.2,1.9,39.6,54.8,79.1,136.4,1132.0,73.8
2000,86211,5,11,21,255,366,1449,68,2175,292,13.4,1883,86.6,2522.9,338.7,2184.2,5.8,12.8,24.4,295.8,424.5,1680.8,78.9
1978,781730,199,554,8103,5849,15969,33950,5909,70533,14705,20.8,55828,79.2,9022.7,1881.1,7141.6,25.5,70.9,1036.5,748.2,2042.8,4342.9,755.9
1986,154882,5,53,77,542,1226,3120,403,5426,677,12.5,4749,87.5,3503.3,437.1,3066.2,3.2,34.2,49.7,349.9,791.6,2014.4,260.2
1985,23832,3,9,6,80,150,287,32,567,98,17.3,469,82.7,2379.2,411.2,1967.9,12.6,37.8,25.2,335.7,629.4,1204.3,134.3
1981,668499,61,410,3841,2185,14643,27127,4565,52832,6497,12.3,46335,87.7,7903.1,971.9,6931.2,9.1,61.3,574.6,326.9,2190.4,4057.9,682.9
2010,26236,1,2,17,66,163,387,19,655,86,13.1,569,86.9,2496.6,327.8,2168.8,3.8,7.6,64.8,251.6,621.3,1475.1,72.4
1997,205533,3,52,171,427,1182,3818,336,5989,653,10.9,5336,89.1,2913.9,317.7,2596.2,1.5,25.3,83.2,207.8,575.1,1857.6,163.5
1975,571436,21,92,651,367,5860,17060,2029,26080,1131,4.3,24949,95.7,4563.9,197.9,4366.0,3.7,16.1,113.9,64.2,1025.5,2985.5,355.1
1975,93504,4,12,66,203,702,1819,150,2956,285,9.6,2671,90.4,3161.4,304.8,2856.6,4.3,12.8,70.6,217.1,750.8,1945.4,160.4
1992,77983,3,27,52,316,664,1432,83,2577,398,15.4,2179,84.6,3304.6,510.4,2794.2,3.8,34.6,66.7,405.2,851.5,1836.3,106.4
1976,136805,2,37,78,349,1498,3576,242,5782,466,8.1,5316,91.9,4226.5,340.6,3885.8,1.5,27.0,57.0,255.1,1095.0,2613.9,176.9
2004,25674,1,9,21,104,192,455,26,808,135,16.7,673,83.3,3147.2,525.8,2621.3,3.9,35.1,81.8,405.1,747.8,1772.2,101.3
1994,78049,2,42,196,588,1090,3156,231,5305,828,15.6,4477,84.4,6797.0,1060.9,5736.1,2.6,53.8,251.1,753.4,1396.6,4043.6,296.0
1997,63271,2,11,19,187,345,989,52,1605,219,13.6,1386,86.4,2536.7,346.1,2190.6,3.2,17.4,30.0,295.6,545.3,1563.1,82.2
1999,118809,2,30,124,544,642,2781,272,4395,700,15.9,3695,84.1,3699.2,589.2,3110.0,1.7,25.3,104.4,457.9,540.4,2340.7,228.9
1987,30076,2,12,10,108,181,402,35,750,132,17.6,618,82.4,2493.7,438.9,2054.8,6.6,39.9,33.2,359.1,601.8,1336.6,116.4
2017,25822,1,10,13,83,107,277,17,508,107,21.1,401,78.9,1967.3,414.4,1552.9,3.9,38.7,50.3,321.4,414.4,1072.7,65.8
2004,134236,5,32,159,540,778,2903,524,4941,736,14.9,4205,85.1,3680.8,548.3,3132.5,3.7,23.8,118.4,402.3,579.6,2162.6,390.4
2005,849387,164,305,5172,3856,7445,28457,17242,62641,9497,15.2,53144,84.8,7374.8,1118.1,6256.7,19.3,35.9,608.9,454.0,876.5,3350.3,2029.9
2018,149781,8,44,136,399,590,2019,171,3367,587,17.4,2780,82.6,2247.9,391.9,1856.0,5.3,29.4,90.8,266.4,393.9,1348.0,114.2
2008,89373,2,7,22,336,433,1333,108,2241,367,16.4,1874,83.6,2507.5,410.6,2096.8,2.2,7.8,24.6,376.0,484.5,1491.5,120.8
1979,79721,1,7,18,84,502,1611,99,2322,110,4.7,2212,95.3,2912.7,138.0,2774.7,1.3,8.8,22.6,105.4,629.7,2020.8,124.2
2007,841216,141,267,3831,3276,7188,25384,11646,51733,7515,14.5,44218,85.5,6149.8,893.3,5256.4,16.8,31.7,455.4,389.4,854.5,3017.5,1384.4
2019,326167,8,57,167,285,428,3624,264,4833,517,10.7,4316,89.3,1481.8,158.5,1323.2,2.5,17.5,51.2,87.4,131.2,1111.1,80.9
1976,97068,8,8,40,196,846,2306,117,3521,252,7.2,3269,92.8,3627.4,259.6,3367.7,8.2,8.2,41.2,201.9,871.6,2375.7,120.5
1997,32571,6,11,29,93,228,778,61,1206,139,11.5,1067,88.5,3702.7,426.8,3275.9,18.4,33.8,89.0,285.5,700.0,2388.6,187.3
1989,165546,10,28,167,364,1691,5117,930,8307,569,6.8,7738,93.2,5017.9,343.7,4674.2,6.0,16.9,100.9,219.9,1021.5,3091.0,561.8
1977,675500,54,297,2204,1915,11939,26629,3521,46559,4470,9.6,42089,90.4,6892.5,661.7,6230.8,8.0,44.0,326.3,283.5,1767.4,3942.1,521.2
2015,37473,0,10,25,52,148,524,14,773,87,11.3,686,88.7,2062.8,232.2,1830.7,0.0,26.7,66.7,138.8,395.0,1398.3,37.4
2015,29487,0,8,4,46,142,312,9,521,58,11.1,463,88.9,1766.9,196.7,1570.2,0.0,27.1,13.6,156.0,481.6,1058.1,30.5
1995,127509,5,28,66,398,635,2172,200,3504,497,14.2,3007,85.8,2748.0,389.8,2358.3,3.9,22.0,51.8,312.1,498.0,1703.4,156.9
2010,987166,16,123,975,683,3486,15830,1530,22643,1797,7.9,20846,92.1,2293.7,182.0,2111.7,1.6,12.5,98.8,69.2,353.1,1603.6,155.0
2013,51718,2,14,28,173,356,1705,55,2333,217,9.3,2116,90.7,4511.0,419.6,4091.4,3.9,27.1,54.1,334.5,688.3,3296.7,106.3
2014,19915,0,1,6,39,125,210,5,386,46,11.9,340,88.1,1938.2,231.0,1707.3,0.0,5.0,30.1,195.8,627.7,1054.5,25.1
1981,797429,228,566,10737,6258,18604,37378,5331,79102,17789,22.5,61313,77.5,9919.6,2230.8,7688.8,28.6,71.0,1346.5,784.8,2333.0,4687.3,668.5
1997,36701,1,9,14,67,236,611,43,981,91,9.3,890,90.7,2673.0,247.9,2425.0,2.7,24.5,38.1,182.6,643.0,1664.8,117.2
2012,999353,14,106,878,876,2685,13636,1073,19268,1874,9.7,17394,90.3,1928.0,187.5,1740.5,1.4,10.6,87.9,87.7,268.7,1364.5,107.4
1996,204646,6,51,134,363,1317,3946,399,6216,554,8.9,5662,91.1,3037.4,270.7,2766.7,2.9,24.9,65.5,177.4,643.6,1928.2,195.0
2013,152067,3,24,147,414,704,2631,192,4115,588,14.3,3527,85.7,2706.0,386.7,2319.4,2.0,15.8,96.7,272.2,463.0,1730.2,126.3
2017,249745,5,47,123,517,428,2412,104,3636,692,19.0,2944,81.0,1455.9,277.1,1178.8,2.0,18.8,49.3,207.0,171.4,965.8,41.6
1976,340345,10,77,330,619,4653,11535,1520,18744,1036,5.5,17708,94.5,5507.4,304.4,5203.0,2.9,22.6,97.0,181.9,1367.1,3389.2,446.6
2007,71977,0,20,35,207,536,1631,92,2521,262,10.4,2259,89.6,3502.5,364.0,3138.5,0.0,27.8,48.6,287.6,744.7,2266.0,127.8
1984,26693,0,9,10,61,189,609,34,912,80,8.8,832,91.2,3416.6,299.7,3116.9,0.0,33.7,37.5,228.5,708.1,2281.5,127.4
2018,912326,61,262,1163,1315,2364,13012,2910,21087,2801,13.3,18286,86.7,2311.3,307.0,2004.3,6.7,28.7,127.5,144.1,259.1,1426.2,319.0
1986,19147,3,9,9,89,211,302,25,648,110,17.0,538,83.0,3384.3,574.5,2809.8,15.7,47.0,47.0,464.8,1102.0,1577.3,130.6
1991,52215,3,12,14,125,386,702,68,1310,154,11.8,1156,88.2,2508.9,294.9,2213.9,5.7,23.0,26.8,239.4,739.3,1344.4,130.2
2017,613217,342,385,5926,5874,8056,17365,5184,43132,12527,29.0,30605,71.0,7033.7,2042.8,4990.9,55.8,62.8,966.4,957.9,1313.7,2831.8,845.4
2002,77216,0,26,22,187,487,1557,89,2368,235,9.9,2133,90.1,3066.7,304.3,2762.4,0.0,33.7,28.5,242.2,630.7,2016.4,115.3
2017,71616,4,14,58,168,469,1724,46,2483,244,9.8,2239,90.2,3467.1,340.7,3126.4,5.6,19.5,81.0,234.6,654.9,2407.3,64.2
1980,64974,13,15,64,156,1082,2356,156,3842,248,6.5,3594,93.5,5913.1,381.7,5531.4,20.0,23.1,98.5,240.1,1665.3,3626.1,240.1
1975,20037,1,1,19,45,199,237,25,527,66,12.5,461,87.5,2630.1,329.4,2300.7,5.0,5.0,94.8,224.6,993.2,1182.8,124.8
2004,215568,1,39,177,656,657,2861,221,4612,873,18.9,3739,81.1,2139.5,405.0,1734.5,0.5,18.1,82.1,304.3,304.8,1327.2,102.5
2011,871606,95,183,2545,2346,6985,20013,5943,38110,5169,13.6,32941,86.4,4372.4,593.0,3779.3,10.9,21.0,292.0,269.2,801.4,2296.1,681.8
1985,82603,3,29,54,270,643,1794,195,2988,356,11.9,2632,88.1,3617.3,431.0,3186.3,3.6,35.1,65.4,326.9,778.4,2171.8,236.1
1987,113393,5,19,29,262,556,1705,141,2717,315,11.6,2402,88.4,2396.1,277.8,2118.3,4.4,16.8,25.6,231.1,490.3,1503.6,124.3
1979,30647,5,9,18,113,311,807,42,1305,145,11.1,1160,88.9,4258.2,473.1,3785.0,16.3,29.4,58.7,368.7,1014.8,2633.2,137.0
1998,116001,4,35,136,454,761,3486,377,5253,629,12.0,4624,88.0,4528.4,542.2,3986.2,3.4,30.2,117.2,391.4,656.0,3005.1,325.0
2015,250575,7,43,165,383,633,2408,108,3747,598,16.0,3149,84.0,1495.4,238.7,1256.7,2.8,17.2,65.8,152.8,252.6,961.0,43.1
1978,16647,2,4,1,19,140,259,21,446,26,5.8,420,94.2,2679.2,156.2,2523.0,12.0,24.0,6.0,114.1,841.0,1555.8,126.1
1989,27320,1,8,1,117,192,304,53,676,127,18.8,549,81.2,2474.4,464.9,2009.5,3.7,29.3,3.7,428.3,702.8,1112.7,194.0
1993,445772,22,141,647,1394,4029,13273,1854,21360,2204,10.3,19156,89.7,4791.7,494.4,4297.3,4.9,31.6,145.1,312.7,903.8,2977.5,415.9
1989,76375,2,20,16,153,514,1505,70,2280,191,8.4,2089,91.6,2985.3,250.1,2735.2,2.6,26.2,20.9,200.3,673.0,1970.5,91.7
2007,225374,7,35,134,631,637,2964,247,4655,807,17.3,3848,82.7,2065.5,358.1,1707.4,3.1,15.5,59.5,280.0,282.6,1315.1,109.6
1986,83937,2,21,54,306,727,1964,245,3319,383,11.5,2936,88.5,3954.2,456.3,3497.9,2.4,25.0,64.3,364.6,866.1,2339.9,291.9
1978,30223,1,0,8,73,279,388,29,778,82,10.5,696,89.5,2574.2,271.3,2302.9,3.3,0.0,26.5,241.5,923.1,1283.8,96.0
2002,825978,141,274,4056,4007,8561,28114,16991,62144,8478,13.6,53666,86.4,7523.7,1026.4,6497.3,17.1,33.2,491.1,485.1,1036.5,3403.7,2057.1
2007,90358,3,1,19,256,312,1200,105,1896,279,14.7,1617,85.3,2098.3,308.8,1789.5,3.3,1.1,21.0,283.3,345.3,1328.1,116.2
1984,27027,0,3,13,88,205,417,32,758,104,13.7,654,86.3,2804.6,384.8,2419.8,0.0,11.1,48.1,325.6,758.5,1542.9,118.4
1979,54182,4,17,25,119,646,1233,71,2115,165,7.8,1950,92.2,3903.5,304.5,3599.0,7.4,31.4,46.1,219.6,1192.3,2275.7,131.0
1990,71347,3,20,32,357,727,1458,216,2813,412,14.6,2401,85.4,3942.7,577.5,3365.2,4.2,28.0,44.9,500.4,1019.0,2043.5,302.7
2004,927079,18,149,856,1037,3893,16083,2730,24766,2060,8.3,22706,91.7,2671.4,222.2,2449.2,1.9,16.1,92.3,111.9,419.9,1734.8,294.5
1994,132818,2,27,50,178,681,2238,169,3345,257,7.7,3088,92.3,2518.5,193.5,2325.0,1.5,20.3,37.6,134.0,512.7,1685.0,127.2
1979,60692,4,19,42,145,1037,1982,127,3356,210,6.3,3146,93.7,5529.6,346.0,5183.5,6.6,31.3,69.2,238.9,1708.6,3265.7,209.3
2016,32143,4,12,30,108,214,695,41,1104,154,13.9,950,86.1,3434.7,479.1,2955.5,12.4,37.3,93.3,336.0,665.8,2162.2,127.6
2008,47016,1,15,13,132,210,685,56,1112,161,14.5,951,85.5,2365.2,342.4,2022.7,2.1,31.9,27.7,280.8,446.7,1457.0,119.1
2014,32662,2,5,11,87,200,559,24,888,105,11.8,783,88.2,2718.8,321.5,2397.3,6.1,15.3,33.7,266.4,612.3,1711.5,73.5
2004,138016,5,17,88,426,699,2138,270,3643,536,14.7,3107,85.3,2639.5,388.4,2251.2,3.6,12.3,63.8,308.7,506.5,1549.1,195.6
1992,52730,1,14,13,142,297,750,47,1264,170,13.4,1094,86.6,2397.1,322.4,2074.7,1.9,26.6,24.7,269.3,563.2,1422.3,89.1
1998,726462,20,226,1878,4005,6993,23596,3367,40085,6129,15.3,33956,84.7,5517.8,843.7,4674.2,2.8,31.1,258.5,551.3,962.6,3248.1,463.5
2014,1029182,18,125,661,934,2442,13542,753,18475,1738,9.4,16737,90.6,1795.1,168.9,1626.2,1.7,12.1,64.2,90.8,237.3,1315.8,73.2
2008,142039,10,26,187,571,753,3171,387,5105,794,15.6,4311,84.4,3594.1,559.0,3035.1,7.0,18.3,131.7,402.0,530.1,2232.5,272.5
1987,675886,17,173,738,928,5338,18950,2640,28784,1856,6.4,26928,93.6,4258.7,274.6,3984.1,2.5,25.6,109.2,137.3,789.8,2803.7,390.6
1988,167646,10,30,120,565,1419,3373,358,5875,725,12.3,5150,87.7,3504.4,432.5,3071.9,6.0,17.9,71.6,337.0,846.4,2012.0,213.5
1984,66574,4,16,44,187,800,1634,110,2795,251,9.0,2544,91.0,4198.3,377.0,3821.3,6.0,24.0,66.1,280.9,1201.7,2454.4,165.2
1988,72609,2,37,129,446,1079,2498,174,4365,614,14.1,3751,85.9,6011.7,845.6,5166.0,2.8,51.0,177.7,614.2,1486.0,3440.3,239.6
1996,62998,1,12,9,192,342,971,70,1597,214,13.4,1383,86.6,2535.0,339.7,2195.3,1.6,19.0,14.3,304.8,542.9,1541.3,111.1
2009,72312,1,25,38,259,606,1622,49,2600,323,12.4,2277,87.6,3595.5,446.7,3148.9,1.4,34.6,52.6,358.2,838.0,2243.1,67.8
